"13645","Yemen (North Yemen)","Government of Yemen (North Yemen)","123","","IS","234","","1","Islamic State","2020","1","0","3","2"
"13646","Kenya","Government of Kenya","91","","Al-Shabaab","717","","1","Northeastern Province and Coast","2015","1","0","3","4"
"13646","Kenya","Government of Kenya","91","","Al-Shabaab","717","","1","Northeastern Province and Coast","2016","1","0","3","4"
"13646","Kenya","Government of Kenya","91","","Al-Shabaab","717","","1","Northeastern Province and Coast","2017","1","0","3","4"
"13646","Kenya","Government of Kenya","91","","Al-Shabaab","717","","1","Northeastern Province and Coast","2018","1","0","3","4"
"13646","Kenya","Government of Kenya","91","Government of United States of America","Al-Shabaab","717","","1","Northeastern Province and Coast","2019","1","0","4","4"
"13646","Kenya","Government of Kenya","91","Government of United States of America","Al-Shabaab","717","","1","Northeastern Province and Coast","2020","1","0","4","4"
"13646","Kenya","Government of Kenya","91","Government of United States of America","Al-Shabaab","717","","1","Northeastern Province and Coast","2021","1","0","4","4"
"13646","Kenya","Government of Kenya","91","","Al-Shabaab","717","","1","Northeastern Province and Coast","2022","1","0","3","4"
"13646","Kenya","Government of Kenya","91","","Al-Shabaab","717","","1","Northeastern Province and Coast","2023","1","0","3","4"
"13646","Kenya","Government of Kenya","91","","Al-Shabaab","717","","1","Northeastern Province and Coast","2024","1","0","3","4"
"13648","Egypt","Government of Egypt","117","","IS","234","","1","Islamic State","2015","1","0","3","2"
"13648","Egypt","Government of Egypt","117","","IS","234","","1","Islamic State","2016","1","1","3","2"
"13648","Egypt","Government of Egypt","117","","IS","234","","1","Islamic State","2017","1","1","3","2"
"13648","Egypt","Government of Egypt","117","","IS","234","","1","Islamic State","2018","1","1","3","2"
"13648","Egypt","Government of Egypt","117","","IS","234","","1","Islamic State","2019","1","1","3","2"
